iso3,country,year,voice_accountability,political_stability,government_effectiveness,regulatory_quality,rule_of_law,control_of_corruption
MYS,Malaysia,2024,54.6313327,72.4670498,69.1273333,65.5948635,62.9047385,57.9431536
MYS,Malaysia,2023,53.9455852,69.7921566,65.8744129,64.1428062,62.1569094,55.5607189
MYS,Malaysia,2022,54.1725627,70.1357564,66.618172,65.2051438,62.0469295,55.3650278
MYS,Malaysia,2021,52.4439277,69.2442318,66.9664999,66.3694753,62.1560402,53.9576967
MYS,Malaysia,2020,54.0858379,68.2870199,68.2086053,64.9178769,62.9879505,56.3668583
MDV,Maldives,2024,49.6404035,64.9641925,47.0377697,51.1509754,57.7279913,41.054607
MDV,Maldives,2023,53.323503,67.3165595,47.0560879,49.3090154,58.627075,42.4611123
MDV,Maldives,2022,52.9265378,70.5431935,47.038773,49.30544,58.78831,42.4903492
MDV,Maldives,2021,54.4479574,73.4620188,54.2007347,50.7650566,54.6364034,44.5512592
MDV,Maldives,2020,54.6763019,69.3736163,49.4290244,49.3515888,51.6038913,44.3908046
MLI,Mali,2024,35.478072,23.3447758,26.3132851,42.8404382,38.1301841,28.0007382
MLI,Mali,2023,37.5193155,22.2023396,27.5043888,43.1271705,39.1233759,30.6625607
MLI,Mali,2022,39.7230907,23.7355619,27.8906754,43.6526916,39.3858925,30.5924906
MLI,Mali,2021,42.6452765,26.0609877,28.3756073,44.300427,41.7730257,29.7103098
MLI,Mali,2020,45.366532,30.714892,29.5164054,43.35893,42.6178956,32.1596448
MLT,Malta,2024,72.9801616,79.6436621,63.4443032,62.6165553,69.4799896,53.2551393
MLT,Malta,2023,73.6772822,81.9217873,66.1378522,63.200202,70.6304873,54.372051
MLT,Malta,2022,74.7035494,81.8090675,69.0907066,63.7587752,71.668871,56.9026133
MLT,Malta,2021,74.5309784,81.8116195,71.2261967,66.2346186,71.8802442,57.3020091
MLT,Malta,2020,77.1710923,82.8302159,72.2978247,72.0560912,73.2081911,60.2290038
MHL,Marshall Islands,2024,73.5538039,87.7113327,45.6833556,44.0188015,71.3481185,55.7638569
MHL,Marshall Islands,2023,68.8947411,87.7995421,48.1295144,40.3962797,71.3493869,47.2676874
MHL,Marshall Islands,2022,68.9210753,87.7925694,48.1121995,40.3920908,71.3572471,47.3098484
MHL,Marshall Islands,2021,68.9476896,83.0547911,47.2009789,40.772682,70.4364624,47.3221229
MHL,Marshall Islands,2020,69.0287174,83.6500012,47.1609864,40.7874298,70.4896779,47.3578634
MRT,Mauritania,2024,40.6539238,56.3357484,36.9276512,42.590242,42.1030977,28.9543958
MRT,Mauritania,2023,42.1672888,57.2806632,35.4205374,41.2773469,42.2667439,31.7319331
MRT,Mauritania,2022,41.3894974,60.7821009,34.2890452,39.5934434,42.357255,30.6941739
MRT,Mauritania,2021,41.1961929,56.9739921,34.8463049,39.5660863,41.9211203,30.0594217
MRT,Mauritania,2020,42.8671433,55.1954098,33.8252956,41.0897774,44.8109041,31.8331205
MUS,Mauritius,2024,63.3059881,79.394872,66.2220234,69.6879982,67.9557065,54.7467036
MUS,Mauritius,2023,62.0385926,80.1546189,67.3580344,69.7560661,68.3812721,54.7731795
MUS,Mauritius,2022,62.8478604,80.5971365,65.5727176,69.0073274,68.734045,55.847839
MUS,Mauritius,2021,63.3136122,81.7194933,65.7050011,69.6623397,69.3785187,56.2754678
MUS,Mauritius,2020,65.4279793,81.7603303,67.5162388,70.5906282,73.3963746,54.7909314
MEX,Mexico,2024,50.9282349,53.6732923,47.0640988,51.7749322,37.1058908,28.8100291
MEX,Mexico,2023,52.4429755,55.6715218,49.8847981,52.086238,38.4166425,28.986428
MEX,Mexico,2022,52.639392,55.8325808,49.640729,52.3971353,38.3383975,30.1282206
MEX,Mexico,2021,53.808532,53.3188388,50.4510527,51.8459998,39.3268581,30.1761404
MEX,Mexico,2020,55.2464122,52.6169798,50.4408854,52.9751437,39.9835084,30.5727672
FSM,"Micronesia, Fed. Sts.",2024,72.6574017,91.5077064,47.7476106,42.8249128,73.7785486,62.1861902
FSM,"Micronesia, Fed. Sts.",2023,67.9983406,91.5959175,49.6999263,42.8168158,73.7798171,53.8824063
FSM,"Micronesia, Fed. Sts.",2022,68.0246749,91.5889431,49.6826094,42.8132404,73.7876755,53.923612
FSM,"Micronesia, Fed. Sts.",2021,68.0512874,86.8511665,54.0813601,42.8467988,72.1865947,53.9356091
FSM,"Micronesia, Fed. Sts.",2020,68.1323169,85.0374541,54.0413676,41.433331,68.4945478,56.0333142
MDA,Moldova,2024,61.8150333,60.0013863,56.349995,54.1256767,54.1880698,41.9527948
MDA,Moldova,2023,61.4510078,61.3187706,50.6857886,54.002893,53.6281453,42.4695611
MDA,Moldova,2022,58.3756542,61.6827044,48.7390436,54.1757478,53.6120069,39.3227656
MDA,Moldova,2021,57.2917951,65.1228447,47.2544422,53.5023002,52.6286785,36.7150609
MDA,Moldova,2020,55.3022521,63.3477077,46.0479252,52.4677786,50.4624791,33.0615489
MCO,Monaco,2024,71.4953397,87.0535015,85.1156279,72.2449856,80.1193607,84.2952795
MCO,Monaco,2023,71.52016,89.4522962,85.1397113,75.9583728,80.1215774,71.604473
MCO,Monaco,2022,72.5883771,89.4436154,85.1169463,75.9490094,80.1353099,71.6658595
MCO,Monaco,2021,72.6342476,86.4678024,86.3499091,76.0368909,80.6071706,71.6837307
MCO,Monaco,2020,72.262493,86.498826,86.2933425,76.0698658,80.7103866,71.7357717
MNG,Mongolia,2024,59.0704348,73.0751923,43.7724984,53.7469717,55.2475985,38.0182939
MNG,Mongolia,2023,59.7014695,76.8823052,44.2647549,54.215834,54.2531778,35.3297444
MNG,Mongolia,2022,59.2436569,76.6814461,45.5327286,51.7932697,54.381821,34.4515918
MNG,Mongolia,2021,59.4404759,78.4294302,44.4962243,52.8374907,53.9843518,34.4049674
MNG,Mongolia,2020,60.0294539,78.7026692,45.2804191,52.7452878,53.9661876,35.2905366
MNE,Montenegro,2024,63.6919617,71.56303,58.4666107,56.8707823,60.0864445,46.651784
MNE,Montenegro,2023,60.6166151,70.371122,56.7205669,57.9733103,59.1616188,46.4768304
MNE,Montenegro,2022,60.0068389,66.2984039,51.7162109,58.9512661,56.024827,47.596841
MNE,Montenegro,2021,58.3565205,65.3266026,50.8616715,58.3479115,57.2712537,48.6309972
MNE,Montenegro,2020,58.5633474,66.3995884,53.0983988,58.7502941,58.9170358,47.1263711
MAR,Morocco,2024,44.1300931,58.3648187,54.7695462,54.4419236,50.6345517,37.3557196
MAR,Morocco,2023,44.144895,56.7561265,50.9743068,54.1161129,50.1940163,36.6776525
MAR,Morocco,2022,44.6744083,57.4901092,49.0068481,53.5824427,49.2337674,37.978752
MAR,Morocco,2021,44.6520174,57.8892089,48.9260271,53.6781453,49.3094859,38.1713462
MAR,Morocco,2020,44.6737257,58.9003457,50.2181269,55.88522,51.5491406,39.5851081
MOZ,Mozambique,2024,39.2482884,35.8615679,37.4225793,42.8211624,36.3987667,26.3621556
MOZ,Mozambique,2023,42.7439695,41.6657864,36.2136298,43.002182,38.0038145,29.5506831
MOZ,Mozambique,2022,43.2426137,43.3319001,36.3553301,42.4629934,38.5004121,29.6104098
MOZ,Mozambique,2021,43.0854098,44.2430053,35.4238973,41.9511351,38.9147048,31.477995
MOZ,Mozambique,2020,45.8084278,42.9068074,35.3508131,42.63799,39.0544333,32.4162528
MMR,Myanmar,2024,19.6638013,30.1870415,21.0407163,32.4717779,25.7857658,22.4981317
MMR,Myanmar,2023,21.8520623,28.1665563,20.5926852,32.07131,27.289255,25.3535321
MMR,Myanmar,2022,24.5647485,27.6098157,19.363269,34.9853355,28.416322,24.8475504
MMR,Myanmar,2021,31.9572258,30.1263779,21.3650756,36.9317165,30.0331488,28.8456805
MMR,Myanmar,2020,40.913533,39.727474,25.707738,43.3709289,36.945876,35.1475625
NAM,Namibia,2024,62.7395218,75.2334628,53.2721077,56.9904385,62.6073548,50.4157905
NAM,Namibia,2023,63.8814647,72.9842533,54.3336618,56.2293949,62.2795201,51.1932476
NAM,Namibia,2022,63.6280006,72.2767539,54.5564222,56.1534208,62.4508062,54.2668355
NAM,Namibia,2021,64.1099404,74.6676553,54.4441369,57.2165928,61.8853348,54.4552296
NAM,Namibia,2020,63.9359324,74.6509477,54.2548707,56.0742657,60.7284055,55.7844952
NRU,Nauru,2024,67.3347058,84.764526,51.5354476,46.590308,61.2985462,58.0754604
NRU,Nauru,2023,64.1271261,83.5856206,50.526336,45.8988179,62.9373304,56.821969
NRU,Nauru,2022,64.1588861,81.7400135,50.4978097,49.1830964,62.9487377,56.8816086
NRU,Nauru,2021,64.1909839,78.8288236,50.5059159,49.2605751,60.579545,56.8989718
NRU,Nauru,2020,64.2887091,78.8610327,50.4520871,49.2896465,60.6617071,56.9495311
NPL,Nepal,2024,55.8031944,58.8121329,34.1416692,46.1517079,51.7386218,35.0499922
NPL,Nepal,2023,55.9208024,60.5485527,34.9287923,45.2850005,51.1725841,35.1184511
NPL,Nepal,2022,55.1173138,59.4794051,32.7808542,45.4525577,51.21516,34.6563268
NPL,Nepal,2021,54.3249219,61.5895345,32.9449151,44.8080633,50.83749,35.2135742
NPL,Nepal,2020,54.5455933,61.618773,31.3834164,44.3913571,50.5531709,33.6623338
NLD,Netherlands,2024,85.7924631,73.2073612,85.406351,82.0184513,86.3420351,86.5164277
NLD,Netherlands,2023,86.6073685,76.2875137,85.3894503,81.9596634,86.5237577,85.9839538
NLD,Netherlands,2022,87.1531381,76.5743154,85.6594208,82.0427251,86.7204829,86.6695427
NLD,Netherlands,2021,87.0008192,78.4148135,87.3814124,83.6353658,87.5440788,88.905117
NLD,Netherlands,2020,88.5328085,78.0101862,91.0015797,82.6951793,88.4942869,89.6456515
NCL,New Caledonia,2024,69.6423249,84.6434944,,,75.6405884,50.4128534
NCL,New Caledonia,2023,69.6838636,84.9697768,,,75.6479167,50.1189079
NCL,New Caledonia,2022,69.7598261,84.9439802,,,75.6933031,50.4240065
NCL,New Caledonia,2021,75.5596732,84.8954685,,,75.9721905,50.5128284
NCL,New Caledonia,2020,77.5192606,83.7339572,,,74.9680423,
NZL,New Zealand,2024,86.4150424,85.5494444,87.2960648,83.9530858,85.6627596,86.8914608
NZL,New Zealand,2023,86.8865682,87.8435887,84.9223349,84.4623276,86.3529225,88.6538001
NZL,New Zealand,2022,87.3088472,86.9518882,83.5496532,84.205121,86.6018582,90.0036271
NZL,New Zealand,2021,87.321582,89.0738141,82.5086321,84.0948346,86.7460357,90.8571721
NZL,New Zealand,2020,87.5648509,90.8429264,84.2310864,85.3488391,87.3697343,91.4612665
NIC,Nicaragua,2024,26.8188713,64.7084946,30.8663765,39.2327668,29.0885119,18.8549307
NIC,Nicaragua,2023,29.975811,64.7800648,33.1258883,38.8923501,29.496211,22.3529169
NIC,Nicaragua,2022,31.1608101,63.0168218,33.4313286,39.0651008,31.2389514,22.6599931
NIC,Nicaragua,2021,33.1209978,58.9330313,36.6591506,40.8782085,31.5897313,22.8056451
NIC,Nicaragua,2020,36.0132544,56.9560598,35.8205845,44.1213299,33.947145,24.8323227
NER,Niger,2024,39.8600354,35.7723336,36.3750735,42.8377492,40.6881335,35.3675455
NER,Niger,2023,43.4042072,37.6520288,39.4498983,43.3796331,43.1258455,37.3811895
NER,Niger,2022,47.1834391,43.7040962,38.7999217,44.2324538,45.511452,36.4553397
NER,Niger,2021,47.0980619,40.6254264,38.9059363,43.9100702,46.6559259,36.4537649
NER,Niger,2020,49.3231866,40.2296474,38.558355,43.0387654,48.0281749,37.1269984
NGA,Nigeria,2024,44.1328988,31.6874346,31.7683438,44.8748237,39.6344736,25.2937973
NGA,Nigeria,2023,43.9498157,32.4832851,34.4678426,41.8131115,40.875305,25.614826
NGA,Nigeria,2022,43.4305291,32.5405717,30.7911243,39.1494195,39.7570843,23.0571866
NGA,Nigeria,2021,43.5564911,31.4992996,30.9230481,41.0997371,41.0219609,23.7485646
NGA,Nigeria,2020,46.185932,31.5768107,32.2041115,40.86723,42.4852923,25.2281358
MKD,North Macedonia,2024,58.1398502,68.5558552,50.7116064,59.0627717,53.0935121,41.1908811
MKD,North Macedonia,2023,56.8296156,69.6063993,51.7750718,58.0409902,52.2510326,40.6857293
MKD,North Macedonia,2022,56.767599,71.3921251,51.5563966,58.3733697,53.8628993,41.1210155
MKD,North Macedonia,2021,56.5741685,67.4456605,49.8085522,58.3934483,54.9494919,40.048872
MKD,North Macedonia,2020,55.2317959,67.4168456,49.5459238,59.6470523,53.9876356,38.6049117
NOR,Norway,2024,90.6189722,81.3235982,87.1769157,81.2082198,90.5162003,87.5486488
NOR,Norway,2023,90.6839257,81.886027,86.087267,80.6505724,91.1445579,89.8463706
NOR,Norway,2022,90.7789467,81.6055898,86.7536233,79.6713091,90.3692278,89.0101199
NOR,Norway,2021,91.5816248,84.2087352,90.0666199,80.8736149,92.3888625,89.7712401
NOR,Norway,2020,91.0801488,86.4773169,89.2537957,81.6357342,92.4047721,90.0308479
OMN,Oman,2024,41.3125372,76.6085897,62.3751465,65.7058833,64.6984828,58.1223297
OMN,Oman,2023,43.3893073,75.3261287,60.5179762,62.2782221,62.8904984,52.4643107
OMN,Oman,2022,42.8353938,73.4096398,60.0293791,62.2431133,63.0303164,48.2847475
OMN,Oman,2021,42.9422745,72.560235,53.3387599,61.571981,60.8459253,48.3283154
OMN,Oman,2020,44.8158914,73.9028283,53.3201442,62.3059751,61.3750254,48.3389928
PAK,Pakistan,2024,36.4355649,30.6476878,39.6677025,42.3591418,39.4597729,26.2849685
PAK,Pakistan,2023,38.9061165,32.7495326,38.5358563,41.8989333,39.6801955,26.6784275
PAK,Pakistan,2022,39.8732358,35.9060416,38.0780236,42.7921461,41.2878353,28.7069653
PAK,Pakistan,2021,40.7276145,37.7158986,41.2872377,44.5428148,42.7982259,29.5123294
PAK,Pakistan,2020,41.5735168,38.766140300000004,39.3830517,43.8130901,42.972992,28.8885035
PLW,Palau,2024,74.9986519,87.0535015,51.5354476,62.4516257,77.1190412,58.0754604
PLW,Palau,2023,74.8409089,87.1633174,50.526336,61.0873379,77.1211977,56.821969
PLW,Palau,2022,74.8862561,87.1546348,50.4978097,61.0790815,77.1345532,56.8816086
PLW,Palau,2021,74.9320812,85.3747645,51.0255593,61.1565618,76.8448747,56.8989718
PLW,Palau,2020,75.0716092,85.417957,50.9717305,61.1856333,76.9445573,56.9495311
PAN,Panama,2024,64.5696958,70.4155683,56.1071256,53.6988437,52.4309378,36.6386167
PAN,Panama,2023,64.6677692,72.2040085,51.9467897,55.2263121,53.0416321,36.3788591
PAN,Panama,2022,64.6756051,73.2133637,52.1167285,55.484077,53.2703159,36.4603293
PAN,Panama,2021,65.019224500000007,71.9384306,55.4272518,58.1970926,52.9991922,37.2569632
PAN,Panama,2020,65.9094606,71.6480793,55.8409117,59.1166389,52.8383789,37.3493253
PNG,Papua New Guinea,2024,51.1357339,54.7251618,33.8321749,45.3936104,47.1316693,31.7152136
PNG,Papua New Guinea,2023,54.9266312,56.8273261,30.2610764,43.6505893,48.1740425,35.6730429
PNG,Papua New Guinea,2022,55.5469194,54.1819072,30.2527252,43.082039,47.5695148,35.9482103
PNG,Papua New Guinea,2021,55.5493645,53.1237601,33.6827767,43.0106418,45.7885736,34.5603779
PNG,Papua New Guinea,2020,55.9571043,52.7635143,34.1121999,45.6029066,45.5995381,36.7534935
PRY,Paraguay,2024,54.2277463,64.6331579,44.447377,52.6360518,46.9208038,27.1095641
PRY,Paraguay,2023,54.1106372,65.9351124,44.7713941,51.7540935,46.9805232,27.3112832
PRY,Paraguay,2022,53.5148752,64.7685894,41.7004406,51.665723,47.6644112,28.5471948
PRY,Paraguay,2021,53.8693041,64.9542527,40.1212829,51.9292524,47.8774177,29.5261119
PRY,Paraguay,2020,54.7218294,66.035858,39.5287497,52.1358502,50.5499697,31.4563082
PER,Peru,2024,57.6469083,54.7158131,47.443648,56.1688958,48.2599686,33.2730365
PER,Peru,2023,59.4366918,53.5281653,47.5089547,56.9019498,48.7248383,34.3843372
PER,Peru,2022,59.3376243,54.6782523,49.6189517,55.992677,48.5787659,34.8686443
PER,Peru,2021,60.6208402,60.1862673,50.2448974,56.2007209,48.001037,37.5375351
PER,Peru,2020,63.2238734,60.8314701,49.2735889,58.4128361,49.5281582,37.7727478
PHL,Philippines,2024,50.6282195,52.6707116,54.1505555,56.113404,47.0863157,36.1832247
PHL,Philippines,2023,50.4843017,53.7824112,53.3201947,55.8622915,46.6183464,36.3367608
PHL,Philippines,2022,50.8239761,50.5373103,52.0364364,54.9385089,46.0841106,36.1659708
PHL,Philippines,2021,50.2922137,47.2142694,54.3791841,55.0969912,45.3703225,36.2283633
PHL,Philippines,2020,52.1907577,49.8113371,54.8698093,55.0858329,46.0680376,36.9393411
POL,Poland,2024,70.0140428,74.4122187,64.4341341,65.6793889,66.8937579,63.9280835
POL,Poland,2023,64.0256519,74.5306813,63.6700055,66.3020619,63.0992023,63.1064958
POL,Poland,2022,63.4184136,75.0754802,61.3624514,65.6980685,63.0667016,61.3638697
POL,Poland,2021,63.3152889,75.5488506,62.7886528,65.4865691,64.0186411,61.7601929
POL,Poland,2020,65.378183,75.3665626,64.4958416,65.6740881,64.8828903,62.9185856
PRT,Portugal,2024,78.9923138,75.0659657,69.76339,66.5361271,75.4172468,64.5372586
PRT,Portugal,2023,79.7966564,79.3722816,70.1204736,67.1715892,75.5940661,63.7407846
PRT,Portugal,2022,79.7155727,81.0447633,71.2121173,67.6155815,76.338565,63.7659063
PRT,Portugal,2021,80.7009558,82.2660755,74.0464254,66.7000979,77.0853719,64.4289643
PRT,Portugal,2020,80.9614103,82.6863939,72.704298,67.530389,77.3258828,63.9652875
PRI,Puerto Rico (US),2024,63.4689503,73.3804149,46.3781293,65.158503,66.3623912,55.9048574
PRI,Puerto Rico (US),2023,62.9442922,70.8520869,45.3536609,64.6482849,66.2016054,54.9944681
PRI,Puerto Rico (US),2022,64.2776983,71.1396096,40.6780488,67.1261186,64.2870678,57.5068939
PRI,Puerto Rico (US),2021,68.110178,73.1538702,43.7247381,67.1682662,65.79503,58.0102057
PRI,Puerto Rico (US),2020,68.2115104,72.2528721,43.698022,67.1812003,65.8336784,53.5901975
QAT,Qatar,2024,40.1452752,82.1419879,73.395251,70.1032913,67.1120206,63.1337308
QAT,Qatar,2023,40.59029,83.2273545,73.631595,69.7069997,66.8240976,63.5576817
QAT,Qatar,2022,41.8194198,81.5465746,74.4612461,68.8041552,67.252336,64.4481756
QAT,Qatar,2021,41.3838581,81.7111268,73.268826,68.1491839,65.5758121,64.846446
QAT,Qatar,2020,35.9508527,81.1056934,70.089857,68.1661792,65.2023123,65.5597273
ROU,Romania,2024,63.6290088,68.6083999,59.4705016,60.9104172,63.3515938,48.3805649
ROU,Romania,2023,65.5592795,74.4071574,53.9057495,60.301724,64.0528645,48.4922799
ROU,Romania,2022,65.9693226,75.2876354,55.2104413,61.0724244,64.4553816,49.1951187
ROU,Romania,2021,66.3516032,77.2911551,49.8294468,59.8243483,64.9084499,48.0492494
ROU,Romania,2020,66.4086578,76.4522333,46.4798604,59.6370643,64.8708497,46.8483759
RUS,Russian Federation,2024,31.9576301,50.464845,45.088178,38.0144371,37.0602119,29.8168147
RUS,Russian Federation,2023,33.9024927,51.9145331,47.2868281,40.8431771,38.4906606,29.8857189
RUS,Russian Federation,2022,36.4595241,53.2379591,47.2828965,40.795601,38.8098571,32.2120461
RUS,Russian Federation,2021,39.4565488,57.2478665,49.0645229,48.9957382,41.4273487,32.0898257
RUS,Russian Federation,2020,41.0199848,57.2357693,50.4999408,47.8440917,42.7588393,32.1746559
RWA,Rwanda,2024,46.5418013,65.1481169,58.1246449,59.1148394,58.6905257,60.5157778
RWA,Rwanda,2023,47.6234167,66.543875,59.2865923,58.4144685,58.1948661,61.6362844
RWA,Rwanda,2022,47.3546099,66.3975643,58.5045849,57.3046415,57.0811012,58.5414347
RWA,Rwanda,2021,47.4285282,67.8627573,55.4292332,57.4184528,57.29228,57.3582117
RWA,Rwanda,2020,44.4011822,68.6289064,56.4078546,56.77857,56.4227918,58.2481571
WSM,Samoa,2024,72.3894981,87.0491406,59.7887088,53.2582407,75.0869803,61.7833047
WSM,Samoa,2023,75.6175714,87.1357631,59.4983921,52.1857005,75.0882074,64.4299764
WSM,Samoa,2022,75.9233486,86.9789249,55.5821312,51.7863571,74.9843254,63.3630998
WSM,Samoa,2021,71.1195595,85.3614579,61.3018055,52.201382,75.1149511,63.3750969
WSM,Samoa,2020,72.1568025,85.970446,61.261815,53.6400336,77.0054557,64.2689611
SMR,San Marino,2024,78.6551686,89.3424803,68.793847,68.5104015,76.8913264,71.6636167
SMR,San Marino,2023,78.6799871,89.4522962,68.8179323,68.4891968,81.2323803,71.604473
SMR,San Marino,2022,78.7253781,89.4436154,73.8781316,68.4798333,78.3564925,71.6658595
SMR,San Marino,2021,76.9812936,86.4678024,79.6571821,68.5677148,81.9380691,71.6837307
SMR,San Marino,2020,77.1209547,86.498826,79.6006175,68.6006897,82.0412851,71.7357717
STP,Sao Tome and Principe,2024,59.7319658,74.2475128,37.3665708,40.8123471,50.8864648,51.5825975
STP,Sao Tome and Principe,2023,58.9241525,76.4730831,38.1821735,40.9661815,50.8870276,50.3213678
STP,Sao Tome and Principe,2022,59.1386612,74.3168761,38.6919666,41.9543257,51.8981977,50.7868765
STP,Sao Tome and Principe,2021,59.2552015,76.2333377,39.8252788,41.8956308,50.1874332,51.1349216
STP,Sao Tome and Principe,2020,58.8277067,74.0059687,41.8378146,41.7600912,50.8225907,49.661433
SAU,Saudi Arabia,2024,29.7683225,65.0715555,66.5710105,66.0645617,60.5850662,63.0932113
SAU,Saudi Arabia,2023,29.5052934,61.7058738,65.4540371,64.4850665,58.9708502,57.5090881
SAU,Saudi Arabia,2022,30.4050823,59.7146785,61.3410999,63.6030924,57.6414938,53.4564616
SAU,Saudi Arabia,2021,30.2204241,57.9136458,58.8939981,60.9762692,54.1098832,52.642418
SAU,Saudi Arabia,2020,29.8181276,56.4512285,53.4389277,57.5945518,53.8782065,54.3630881
SEN,Senegal,2024,57.1306812,61.990291,55.8984038,51.0517148,53.4421286,50.1429568
SEN,Senegal,2023,56.7414188,63.2735206,54.28861,50.6656509,54.0331287,48.6261858
SEN,Senegal,2022,57.0990682,62.4291822,53.6808016,50.899161,54.6305122,48.1977676
SEN,Senegal,2021,57.3954168,64.1169076,53.8862413,51.0670241,54.4086473,48.5853789
SEN,Senegal,2020,57.6109495,65.4314614,52.997811,51.0489422,55.2541678,47.5398955
SRB,Serbia,2024,48.6955579,63.0137693,53.3227691,56.0984827,53.5212307,36.502794
SRB,Serbia,2023,50.2677399,67.3968379,53.3537882,56.2043515,53.7972921,37.6998115
SRB,Serbia,2022,51.8890008,64.9961283,54.8176118,56.2704953,54.2806083,38.0396082
SRB,Serbia,2021,52.2601183,65.1480742,52.5624827,55.7399573,53.6493317,38.32536
SRB,Serbia,2020,53.3985047,64.7301661,52.2674644,55.8925158,54.6437868,40.4013317
SYC,Seychelles,2024,67.9522093,81.5487286,63.5273525,61.008506,67.2377568,72.7680211
SYC,Seychelles,2023,67.9775722,81.6228849,61.6339366,61.6153209,66.5105358,71.1677113
SYC,Seychelles,2022,68.5677719,80.2632459,59.3334232,60.0165231,67.2621254,71.123107
SYC,Seychelles,2021,68.7550765,78.2992291,62.2528806,59.157897,66.4674143,71.0139242
SYC,Seychelles,2020,67.3748915,78.3197031,60.9952394,59.166882,66.1375161,71.0274637
SLE,Sierra Leone,2024,47.8715162,58.2050494,32.5361337,38.1620198,42.5322345,33.6395176
SLE,Sierra Leone,2023,48.6986208,56.3988529,32.7813461,39.1025137,42.7332607,36.3438919
SLE,Sierra Leone,2022,51.4825387,61.360477,32.7063428,39.0056536,43.5295173,36.6545609
SLE,Sierra Leone,2021,51.9563486,61.8507941,31.6595778,40.455966600000004,43.8997041,38.1793132
SLE,Sierra Leone,2020,52.104936,59.627149,32.7329169,40.5946053,45.3519897,38.5206159
SGP,Singapore,2024,57.5195777,86.9368376,95.6655857,88.4893485,81.596249,87.6926389
SGP,Singapore,2023,58.0659319,86.461279,95.3284225,88.4485778,81.48039,86.801475
SGP,Singapore,2022,59.5323639,85.7908535,94.1426523,87.1812874,81.5399907,89.0057518
SGP,Singapore,2021,59.6478191,87.7872673,94.4686196,88.5386295,81.6232905,89.9585047
SGP,Singapore,2020,59.518887,87.8537403,94.4177755,88.3329386,82.2710686,90.9144779
SVK,Slovak Republic,2024,73.1297729,76.7304703,64.126485,61.245571,66.6189425,50.0979964
SVK,Slovak Republic,2023,73.8773584,75.8978448,62.7084734,63.3366469,66.4899363,55.6401022
SVK,Slovak Republic,2022,73.4727604,74.9386617,66.8181382,66.3156805,67.1566049,55.4957092
SVK,Slovak Republic,2021,74.1534567,75.9000466,65.6644156,66.552818,69.1341509,55.0911781
SVK,Slovak Republic,2020,74.1450362,76.4289186,64.9044752,64.477053,66.0276585,56.3508392
SVN,Slovenia,2024,75.3519851,78.2087684,72.521532,67.4509563,73.8081992,61.5046962
SVN,Slovenia,2023,74.8088794,80.5665468,73.9433915,67.4059809,73.6727149,61.6494312
SVN,Slovenia,2022,73.9271968,79.1318068,75.802794,66.4897497,72.8190416,62.9971126
SVN,Slovenia,2021,73.2424346,78.460254,77.47504,67.9447815,72.9026581,61.9967416
SVN,Slovenia,2020,74.8687501,78.6691619,77.9872169,67.8206368,73.0811279,63.5626752
SLB,Solomon Islands,2024,62.5678714,78.7040835,34.4510294,40.8504209,59.6040836,45.0189156
SLB,Solomon Islands,2023,61.2657177,78.3963449,33.6582675,38.1538659,59.5844582,44.2825853
SLB,Solomon Islands,2022,61.4085083,78.3898521,33.6434745,38.1507479,59.5015181,44.3082596
SLB,Solomon Islands,2021,62.5916643,73.5059629,29.5707573,38.1800039,57.2289463,44.3157328
SLB,Solomon Islands,2020,59.8057423,75.0640116,32.3614233,40.4902631,60.5984199,47.3357009
SOM,"Somalia, Fed. Rep.",2024,29.2625304,27.2373976,13.4236225,27.6160004,19.0073717,11.7011473
SOM,"Somalia, Fed. Rep.",2023,30.8502301,28.7966163,15.0705194,28.0555751,20.2994773,15.1272497
SOM,"Somalia, Fed. Rep.",2022,30.7425111,30.1450293,13.508484,26.6518083,19.0121046,15.4929758
SOM,"Somalia, Fed. Rep.",2021,27.8539598,21.3633187,13.161278,26.6632126,19.6488886,15.4054716
SOM,"Somalia, Fed. Rep.",2020,27.6931609,25.739746,13.6404214,25.3921244,19.3865751,16.4911223
ZAF,South Africa,2024,67.4781439,55.3527432,46.9478119,53.9146724,57.2693915,43.9726469
ZAF,South Africa,2023,66.6886049,54.9671159,47.7497513,53.8835444,57.6449634,43.6123698
ZAF,South Africa,2022,66.7315227,54.2056557,51.3101517,53.8802608,57.5516367,44.545875
ZAF,South Africa,2021,68.0598059,52.6765125,52.1589454,55.1425627,59.0484877,49.1616473
ZAF,South Africa,2020,65.7365237,61.6419067,53.1939817,56.2807483,55.9083277,48.3743811
SSD,South Sudan,2024,23.7406403,40.4488488,9.0916193,24.4315487,23.0160749,6.061704
SSD,South Sudan,2023,24.372706,39.765168,8.4465115,23.2975773,22.5403676,9.8530123
SSD,South Sudan,2022,22.6642058,37.8369371,8.235468,24.3495563,23.7501028,10.1828622
SSD,South Sudan,2021,22.8566929,27.9819965,7.7355934,24.3631591,22.9250905,10.9457697
SSD,South Sudan,2020,22.9702805,29.9289761,9.2813794,24.0730391,24.1341269,11.28168
ESP,Spain,2024,76.9498381,65.8432851,72.9391098,64.6542875,73.0011894,62.3193026
ESP,Spain,2023,77.0174292,68.4301142,72.3009649,65.819898,72.9785917,62.8238936
ESP,Spain,2022,76.8995079,68.575798,73.5436342,68.0777898,73.4979264,63.6771189
